Sensor ID;TIME;PA11;PA26;PA38;PA40;PA05B;PA97S;PD1190A;PD9217A;PD8082;PD2724;PD252451;PD3DBD32;PD3RNL00;QF14V;QM58AF;QV66HVX;DD16HPER;TF15H180;TF32V300;TF41V000;TF55ACCU;TF90J;TF95F6;TW13V090;TW26H000;TW80C;TH32D301;TH37G404;TH33C217;CX3RYZ;CX93BT;CL83BT;CL4340;CISGBL
Parameter;;Pressure ;Pressure ;Pressure ;Pressure ;Pressure ;Pressure ;Differential Pressure ;Differential Pressure ;Differential Pressure ;Differential Pressure ;Differential Pressure ;Differential Pressure ;Differential Pressure ;Fluid Velocity ;Mass flow;Volumetric flow ;Density ;Temperature ;Temperature ;Temperature ;Temperature ;Temperature ;Temperature ;Wall Temperature ;Wall Temperature ;Wall Temperature ;Heater Rod Temperature ;Heater Rod Temperature ;Heater Rod Temperature ;Mixture Level ;Mixture Level ;Collapsed Level ;Collapsed Level ;Mass 
Location 1;;Intact Loop;Broken Loop;RPV;Pressurizer;Break;SG Intact Loop;Intact Loop;Intact Loop;Broken Loop;Broken Loop;Broken Loop;RPV;RPV;Intact Loop;SG Broken Loop;SG Broken Loop;Intact Loop;Intact Loop;RPV;Pressurizer;Intact Loop;Intact Loop;SG Intact Loop;Intact Loop;Broken Loop;Broken Loop;Core;Core;Upper Plenum;RPV;SG Intact Loop;SG Broken Loop;Pressurizer;SG Broken Loop
Location 2;;Hot Leg;Cold Leg;Upper plenum;Pressurizer;Break;Dome;Hot Leg;Loop Seal;U-tubes;Loop Seal;Pump;Downcomer;Core;Loop Seal;Auxiliary Feedwater;Steam Line;Cold Leg;Cold Leg;Downcomer;Pressurizer;ECCS;U-tubes;Riser;Loop Seal;Cold Leg;U-tubes;Level 1;Level 4;Level 17;RPV;Downcomer;Downcomer;Pressurizer;SG Broken Loop
Unit; ;MPa;MPa;MPa;MPa;MPa;MPa;MPa;MPa;MPa;MPa;MPa;MPa;MPa;m/s;kg/s;m3/s;kg/m3;K;K;K;K;K;K;K;K;K;K;K;K;m;m;m;m;Kg
;1.090,61;1,22;1,21;1,19;1,21;0,14;6,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,70;0,00;0,00;20,99;494,95;464,15;569,25;448,15;549,05;553,25;553,15;466,15;550,55;465,75;464,75;462,55;7,46;7,68;7,85;0,14;103,34
;1.093,23;1,22;1,21;1,19;1,21;0,14;6,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,69;0,00;0,00;21,99;489,05;464,15;569,35;449,75;549,05;553,25;553,15;466,15;550,55;465,65;464,75;462,55;7,45;7,67;7,86;0,14;103,53
;1.095,84;1,22;1,21;1,19;1,21;0,14;6,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,71;0,00;0,00;21,69;493,65;464,05;569,15;450,55;548,95;553,15;553,15;466,15;550,55;465,75;464,65;462,45;7,44;7,68;7,86;0,15;103,48
;1.098,41;1,22;1,21;1,19;1,21;0,14;6,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,69;0;0,00;21,19;493,95;464,15;569,15;450,35;549,05;553,15;553,15;466,05;550,45;465,75;464,75;462,45;7,42;7,68;7,86;0,14;103,48
;1.101,02;1,21;1,21;1,19;1,21;0,14;6,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,69;0,00;0,00;22,09;484,75;464,05;568,95;452,35;548,95;553,15;553,05;466,05;550,45;465,65;464,65;462,45;7,43;7,67;7,86;0,14;103,54
;1.103,64;1,21;1,21;1,19;1,21;0,14;6,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,70;0,00;0,00;21,59;488,15;464,05;568,95;451,35;548,95;553,15;553,05;466,05;550,35;465,65;464,55;462,35;7,44;7,68;7,85;0,14;103,41
;1.106,21;1,21;1,21;1,19;1,21;0,14;6,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,70;0,00;0,00;22,40;471,95;463,95;568,65;453,15;548,95;553,15;553,05;465,95;550,35;465,55;464,55;462,35;7,44;7,68;7,85;0,15;103,28
;1.108,82;1,21;1,21;1,18;1,21;0,14;6,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,69;0;0,00;21,40;485,45;463,95;568,45;453,85;549,05;553,05;553,05;465,95;550,35;465,45;464,55;462,35;7,44;7,68;7,86;0,15;103,53
;1.111,43;1,21;1,21;1,18;1,20;0,14;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00;0,00;21,19;487,65;463,95;568,65;453,75;548,95;553,15;552,95;465,85;550,35;465,55;464,45;462,35;7,45;7,68;7,85;0,14;103,40
;1.114,01;1,21;1,21;1,18;1,21;0,14;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00;0,00;21,69;489,05;463,85;568,65;453,85;548,95;553,05;552,95;465,85;550,35;465,45;464,45;462,25;7,42;7,68;7,86;0,14;103,50
;1.116,62;1,21;1,21;1,18;1,20;0,14;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0;0,00;22,50;494,05;463,85;568,45;455,45;548,95;553,05;552,95;465,85;550,35;465,45;464,45;462,25;7,13;7,68;7,85;0,14;103,33
;1.119,23;1,21;1,21;1,18;1,20;0,14;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,67;0,00;0,00;22,09;487,75;463,75;568,15;455,35;548,95;553,05;552,95;465,75;550,15;465,35;464,35;462,15;7,42;7,68;7,85;0,14;103,40
;1.121,80;1,21;1,20;1,18;1,20;0,14;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,65;0,00;0,00;21,69;472,45;463,75;568,35;454,95;548,95;552,95;552,85;465,75;550,25;465,35;464,35;462,15;7,43;7,68;7,86;0,14;103,53
;1.124,42;1,21;1,20;1,18;1,20;0,14;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,62;0,00;0,00;20,70;490,15;463,75;568,05;454,35;548,85;552,95;552,85;465,65;550,25;465,35;464,35;462,05;7,13;7,68;7,86;0,14;103,49
;1.127,03;1,21;1,20;1,18;1,20;0,14;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0;0,00;21,40;494,55;463,65;568,05;455,95;548,85;552,95;552,85;465,65;550,25;465,35;464,25;462,05;7,13;7,69;7,86;0,14;103,51
;1.129,60;1,21;1,20;1,18;1,20;0,14;6,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;20,30;484,35;463,65;568,25;456,75;548,85;552,85;552,85;465,65;550,15;465,15;464,15;462,05;7,13;7,68;7,86;0,14;103,49
;1.132,21;1,20;1,20;1,18;1,20;0,14;6,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,60;0,00;0,00;21,09;487,25;463,65;567,95;456,05;548,85;552,85;552,85;465,65;550,05;465,25;464,15;461,95;7,13;7,67;7,86;0,14;103,47
;1.134,83;1,20;1,20;1,18;1,20;0,14;6,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0;0,00;20,99;492,65;463,55;567,65;456,55;548,75;552,85;552,75;465,65;550,05;465,15;464,15;461,95;7,13;7,67;7,86;0,14;103,40
;1.137,40;1,20;1,20;1,17;1,20;0,14;6,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,65;0;0,00;20,99;490,55;463,55;567,65;457,05;548,75;552,85;552,75;465,65;550,05;465,25;464,15;461,85;7,13;7,67;7,86;0,14;103,48
;1.140,01;1,20;1,20;1,17;1,20;0,14;6,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;21,90;481,85;463,45;567,25;456,45;548,85;552,75;552,75;465,55;550,05;465,15;464,05;461,85;7,12;7,67;7,86;0,14;103,50
;1.142,62;1,20;1,20;1,17;1,19;0,14;6,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,62;0,00;0,00;21,69;484,85;463,45;567,65;456,75;548,75;552,75;552,65;465,55;550,05;464,95;464,05;461,85;7,11;7,68;7,85;0,14;103,23
;1.145,24;1,20;1,20;1,17;1,19;0,14;6,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;23,09;479,65;463,45;567,45;454,75;548,75;552,75;552,65;465,55;550,05;464,95;464,05;461,75;7,11;7,67;7,85;0,14;103,31
;1.147,81;1,20;1,19;1,17;1,19;0,14;6,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,59;0,00;0,00;22,09;474,65;463,35;567,55;456,95;548,85;552,75;552,65;465,45;549,95;464,95;464,05;461,75;7,10;7,67;7,85;0,14;103,42
;1.150,42;1,20;1,19;1,17;1,19;0,14;6,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,59;0,00;0,00;22,59;485,85;463,35;567,05;457,25;548,85;552,85;552,65;465,45;549,95;465,05;464,05;461,65;7,10;7,67;7,86;0,14;103,43
;1.153,03;1,20;1,19;1,17;1,19;0,14;6,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0;0,00;22,40;488,15;463,25;567,45;457,65;548,75;552,85;552,65;465,35;549,95;464,85;463,95;461,65;7,10;7,67;7,86;0,14;103,48
;1.155,61;1,19;1,19;1,17;1,19;0,14;6,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,65;0,00;0,00;20,80;488,55;463,25;566,45;458,05;548,75;552,85;552,55;465,35;549,95;464,85;463,95;461,65;7,10;7,67;7,85;0,14;103,37
;1.158,22;1,19;1,19;1,17;1,19;0,14;6,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,65;0,00;0,00;20,80;492,25;463,25;567,05;457,85;548,75;552,85;552,55;465,35;549,95;464,75;463,85;461,55;7,10;7,67;7,86;0,14;103,41
;1.160,83;1,19;1,19;1,16;1,19;0,14;6,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;19,99;488,65;463,25;566,95;456,95;548,75;552,75;552,55;465,35;549,95;464,65;463,75;461,55;7,10;7,67;7,86;0,14;103,41
;1.163,40;1,19;1,19;1,16;1,19;0,14;6,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0;0,00;22,30;490,45;463,25;566,85;457,95;548,65;552,75;552,55;465,25;549,95;464,75;463,75;461,55;7,09;7,68;7,85;0,14;103,25
;1.166,02;1,19;1,19;1,16;1,18;0,14;6,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,70;0,00;0,00;21,59;483,55;463,15;566,55;457,65;548,55;552,75;552,45;465,25;550,05;464,65;463,75;461,35;7,08;7,67;7,86;0,14;103,46
;1.168,63;1,19;1,19;1,16;1,18;0,14;6,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,67;0,00;0,00;21,40;476,65;463,15;566,85;457,45;548,65;552,65;552,45;465,25;549,95;464,65;463,75;461,35;7,08;7,67;7,86;0,14;103,42
;1.171,20;1,19;1,19;1,16;1,18;0,14;6,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,68;0,00;0,00;20,99;473,25;463,05;566,45;458,35;548,65;552,65;552,45;465,15;549,85;464,55;463,65;461,35;7,08;7,68;7,85;0,14;103,37
;1.173,81;1,19;1,18;1,16;1,18;0,14;6,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,68;0,00;0,00;21,59;489,65;463,05;566,35;458,15;548,65;552,65;552,45;465,15;549,85;464,55;463,65;461,35;7,08;7,68;7,86;0,14;103,44
;1.176,43;1,19;1,18;1,16;1,18;0,14;6,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00;0,00;22,69;485,95;463,05;566,15;457,55;548,65;552,65;552,35;465,15;549,95;464,55;463,55;461,35;7,08;7,68;7,86;0,14;103,43
;1.179;1,19;1,18;1,16;1,18;0,14;6,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,68;0,00;0,00;22,30;482,15;462,95;566,45;458,55;548,55;552,65;552,35;465,05;549,85;464,45;463,55;461,25;7,07;7,68;7,86;0,14;103,53
;1.181,61;1,19;1,18;1,16;1,18;0,14;6,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,67;0,00;0,00;22,30;484,95;462,95;566,25;458,25;548,65;552,55;552,35;465,05;549,75;464,45;463,45;461,25;7,07;7,67;7,86;0,14;103,53
;1.184,22;1,19;1,18;1,16;1,18;0,14;6,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00;0,00;20,70;479,75;462,85;565,45;458,65;548,65;552,55;552,35;465,05;549,75;464,45;463,35;461,15;7,07;7,67;7,86;0,14;103,55
;1.186,84;1,18;1,18;1,16;1,18;0,14;6,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;23,00;483,35;462,85;565,35;457,75;548,65;552,55;552,35;464,95;549,75;464,45;463,45;461,15;7,06;7,66;7,85;0,14;103,45
;1.189,41;1,18;1,18;1,16;1,18;0,14;6,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00;0,00;21,99;488,25;462,75;565,75;457,75;548,65;552,45;552,35;464,95;549,75;464,35;463,35;461,15;7,05;7,67;7,86;0,14;103,53
;1.192,02;1,18;1,18;1,16;1,18;0,14;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;22,90;484,95;462,75;565,35;458,05;548,55;552,45;552,25;464,95;549,85;464,35;463,45;461,05;7,05;7,66;7,85;0,14;103,41
;1.194,63;1,18;1,18;1,15;1,17;0,14;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;22,59;477,05;462,75;565,15;457,85;548,45;552,45;552,25;464,85;549,75;464,35;463,45;461,05;7,05;7,67;7,84;0,14;103,18
;1.197,21;1,18;1,18;1,15;1,17;0,14;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;23,09;485,55;462,75;565,35;458,35;548,45;552,45;552,25;464,85;549,65;464,25;463,35;461,05;7,05;7,68;7,85;0,14;103,42
;1.199,82;1,18;1,18;1,15;1,17;0,14;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;22,59;475,45;462,75;564,25;457,85;548,55;552,45;552,15;464,75;549,65;464,15;463,35;460,95;7,02;7,68;7,85;0,14;103,40
;1.202,43;1,18;1,18;1,15;1,17;0,14;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;21,30;483,35;462,55;565,35;458,45;548,65;552,35;552,15;464,75;549,65;464,15;463,25;460,95;7,00;7,68;7,85;0,14;103,41
;1.205;1,18;1,17;1,15;1,17;0,14;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;22,69;485,85;462,55;565,85;457,65;548,45;552,45;552,15;464,65;549,65;464,15;463,25;460,85;7,00;7,68;7,85;0,14;103,32
;1.207,62;1,18;1,17;1,15;1,17;0,14;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,62;0,00;0,00;20,90;492,95;462,45;565,15;457,95;548,45;552,45;552,15;464,65;549,65;464,05;463,15;460,85;7,00;7,68;7,85;0,14;103,41
;1.210,23;1,18;1,17;1,15;1,17;0,14;6,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0;0,00;20,90;489,75;462,45;565,25;458,15;548,45;552,45;552,05;464,65;549,65;464,05;463,15;460,85;7,00;7,68;7,85;0,14;103,27
;1.212,80;1,17;1,17;1,15;1,17;0,14;6,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,61;0,00;0,00;21,90;484,25;462,45;564,85;457,75;548,55;552,45;552,05;464,65;549,65;463,95;463,05;460,75;7,00;7,68;7,84;0,14;103,11
;1.215,41;1,17;1,17;1,15;1,17;0,14;6,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;22,09;476,75;462,45;565,15;457,95;548,45;552,35;552,05;464,55;549,55;463,95;463,05;460,75;7,00;7,67;7,85;0,14;103,38
;1.218,03;1,17;1,17;1,14;1,17;0,14;6,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,62;0;0,00;21,90;486,15;462,35;564,95;458,15;548,45;552,25;552,05;464,55;549,55;464,05;462,95;460,65;6,99;7,68;7,86;0,14;103,49
;1.220,60;1,17;1,17;1,14;1,16;0,14;6,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,67;0;0,00;21,40;487,55;462,25;564,25;458,25;548,35;552,35;552,05;464,45;549,45;463,95;462,95;460,65;6,96;7,69;7,85;0,14;103,29
;1.223,21;1,17;1,17;1,14;1,16;0,14;6,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;23,00;478,55;462,25;564,15;458,35;548,35;552,35;551,95;464,45;549,45;463,95;462,85;460,65;6,93;7,68;7,85;0,14;103,38
;1.225,82;1,17;1,17;1,14;1,16;0,14;6,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;21,09;482,95;462,15;564,45;457,95;548,35;552,25;551,95;464,35;549,45;463,85;462,75;460,55;6,94;7,68;7,85;0,14;103,37
;1.228,40;1,17;1,17;1,14;1,16;0,14;6,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;22,59;487,75;462,15;564,65;458,15;548,35;552,25;551,95;464,35;549,35;463,75;462,75;460,45;6,94;7,68;7,85;0,14;103,46
;1.231,01;1,17;1,16;1,14;1,16;0,14;6,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00;0,00;21,40;480,65;462,15;564,45;458,05;548,35;552,25;551,95;464,25;549,35;463,65;462,85;460,45;6,94;7,67;7,85;0,14;103,45
;1.233,62;1,17;1,16;1,14;1,16;0,14;6,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,65;0,00;0,00;21,40;480,85;462,05;563,55;458,45;548,35;552,25;551,85;464,25;549,35;463,75;462,75;460,45;6,94;7,66;7,85;0,14;103,32
;1.236,23;1,17;1,16;1,14;1,16;0,14;6,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,65;0,00;0,00;21,19;480,25;462,05;564,05;458,25;548,35;552,25;551,85;464,25;549,35;463,65;462,85;460,45;6,94;7,66;7,85;0,14;103,36
;1.238,81;1,16;1,16;1,14;1,16;0,14;6,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0;0,00;20,80;487,95;462,05;564,25;457,85;548,35;552,25;551,85;464,15;549,45;463,55;462,65;460,35;6,95;7,67;7,85;0,14;103,28
;1.241,42;1,16;1,16;1,13;1,16;0,14;6,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,62;0,00;0,00;20,99;486,25;461,95;564,55;458,45;548,25;552,15;551,85;464,05;549,45;463,55;462,65;460,35;6,94;7,67;7,84;0,14;103,03
;1.244,03;1,16;1,16;1,13;1,16;0,14;6,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,61;0,00;0,00;21,80;488,25;461,95;564,05;458,25;548,25;552,15;551,85;464,05;549,45;463,55;462,65;460,25;6,93;7,66;7,84;0,14;103,10
;1.246,60;1,16;1,16;1,13;1,15;0,14;6,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,62;0,00;0,00;20,59;483,45;461,85;564,05;458,45;548,35;552,15;551,75;464,05;549,35;463,45;462,55;460,25;6,93;7,66;7,85;0,14;103,37
;1.249,22;1,16;1,16;1,13;1,16;0,14;6,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,65;0,00;0,00;21,69;488,15;461,85;563,35;457,85;548,35;552,15;551,75;463,95;549,35;463,45;462,55;460,15;6,93;7,67;7,85;0,14;103,44
;1.251,83;1,16;1,16;1,13;1,15;0,14;6,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,64;0,00;0,00;20,80;479,95;461,85;562,95;458,25;548,35;552,15;551,75;463,95;549,35;463,45;462,45;460,15;6,93;7,67;7,85;0,13;103,40
;1.254,40;1,16;1,16;1,13;1,15;0,14;6,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0,00;0,00;19,39;484,35;461,85;563,85;458,35;548,25;552,15;551,65;463,95;549,35;463,25;462,55;460,15;6,92;7,66;7,85;0,14;103,38
;1.257,02;1,16;1,15;1,13;1,15;0,14;6,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,63;0;0,00;21,69;475,95;461,75;563,35;458,15;548,35;552,05;551,65;463,85;549,25;463,35;462,35;460,05;6,92;7,67;7,85;0,14;103,43
;1.259,63;1,16;1,15;1,13;1,15;0,14;6,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,61;0,00;0,00;21,90;486,45;461,65;563,65;458,05;548,35;552,05;551,65;463,85;549,15;463,25;462,35;460,05;6,91;7,67;7,85;0,13;103,34
;1.262,20;1,16;1,15;1,13;1,15;0,14;6,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,57;0,00;0,00;21,19;481,15;461,65;563,65;458,05;548,25;552,15;551,65;463,75;549,15;463,35;462,45;460,05;6,90;7,67;7,85;0,14;103,37
;1.264,81;1,15;1,15;1,13;1,15;0,14;6,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,57;0,00;0,00;21,80;468,25;461,65;563,35;458,45;548,15;552,05;551,55;463,75;549,15;463,15;462,35;460,05;6,88;7,67;7,85;0,14;103,40
;1.267,42;1,15;1,15;1,12;1,14;0,14;6,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,60;0,00;0,00;20,80;484,25;461,55;563,35;457,85;548,05;552,05;551,55;463,65;549,15;463,15;462,25;459,95;6,86;7,67;7,85;0,14;103,34
;1.270;1,15;1,15;1,12;1,15;0,14;6,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,60;0,00;0,00;20,99;484,85;461,55;563,05;457,95;548,15;552,05;551,55;463,65;549,05;463,15;462,25;459,85;6,86;7,67;7,85;0,14;103,31
;1.272,61;1,15;1,15;1,12;1,14;0,14;6,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,58;0,00;0,00;20,99;478,95;461,45;563,15;458,25;548,15;552,05;551,55;463,55;549,05;463,15;462,15;459,85;6,86;7,67;7,85;0,13;103,37
;1.275,22;1,15;1,15;1,12;1,14;0,14;6,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,59;0,00;0,00;21,49;487,15;461,35;561,45;457,35;548,15;551,95;551,45;463,55;549,15;463,05;462,25;459,85;6,86;7,66;7,85;0,14;103,30
;1.277,80;1,15;1,15;1,12;1,14;0,14;6,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,56;0,00;0,00;20,90;482,65;461,45;561,45;458,05;548,15;551,85;551,45;463,45;549,15;463,05;462,05;459,75;6,86;7,67;7,85;0,13;103,26
;1.280,41;1,15;1,15;1,12;1,14;0,14;6,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,57;0,00;0,00;20,49;484,95;461,35;561,35;458,05;548,05;551,85;551,45;463,45;549,15;463,05;461,95;459,65;6,85;7,67;7,85;0,13;103,30
;1.283,02;1,15;1,14;1,12;1,14;0,14;6,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,55;0,00;0,00;21,40;488,95;461,35;562,55;457,85;548,05;551,95;551,45;463,45;549,05;462,95;462,05;459,65;6,84;7,66;7,84;0,13;103,09
;1.285,63;1,15;1,15;1,12;1,14;0,14;6,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,59;0,00;0,00;20,99;484,25;461,35;562,05;458,35;548,15;551,95;551,45;463,45;548,95;462,95;462,15;459,65;6,85;7,66;7,84;0,13;103,11
;1.288,21;1,15;1,14;1,12;1,14;0,14;6,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,60;0,00;0,00;21,90;473,95;461,25;560,95;457,95;548,05;551,75;551,45;463,35;548,85;462,85;461,95;459,55;6,84;7,67;7,85;0,13;103,27
;1.290,82;1,14;1,14;1,12;1,14;0,14;6,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,58;0,00;0,00;21,19;483,55;461,25;561,55;457,55;548,05;551,75;551,35;463,35;549,05;462,75;461,85;459,45;6,56;7,68;7,84;0,13;103,21
;1.293,43;1,14;1,14;1,11;1,14;0,14;6,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,57;0,00;0,00;20,99;481,75;461,25;562,15;457,45;548,05;551,85;551,35;463,35;549,15;462,65;461,75;459,45;6,56;7,67;7,85;0,13;103,32
;1.296;1,14;1,14;1,11;1,13;0,14;6,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,58;0,00;0,00;20,99;484,05;461,15;562,25;457,35;548,05;551,85;551,35;463,35;549,05;462,75;461,75;459,45;6,55;7,68;7,85;0,13;103,32
;1.298,62;1,14;1,14;1,11;1,13;0,14;6,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,58;0,00;0,00;21,19;482,95;461,15;561,55;457,55;547,95;551,85;551,35;463,25;548,95;462,65;461,65;459,45;6,55;7,68;7,84;0,13;103,18
;1.301,23;1,14;1,14;1,11;1,13;0,14;6,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,59;0,00;0,00;22,19;486,65;461,05;560,25;457,75;547,95;551,85;551,25;463,25;548,95;462,75;461,65;459,35;6,55;7,68;7,84;0,13;103,09
;1.303,80;1,14;1,14;1,11;1,13;0,14;6,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,61;0;0,00;21,90;488,65;461,05;561,85;457,25;547,85;551,85;551,25;463,15;548,85;462,65;461,75;459,35;6,56;7,68;7,84;0,13;103,13
;1.306,41;1,14;1,13;1,11;1,13;0,14;6,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,60;0,00;0,00;20,99;481,15;460,95;562,25;457,25;548,05;551,95;551,25;463,15;548,85;462,55;461,55;459,35;6,56;7,67;7,84;0,13;103,26
;1.309,03;1,14;1,13;1,11;1,13;0,14;6,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,58;0;0,00;21,40;490,15;460,85;562,55;457,65;547,95;551,85;551,15;463,15;548,85;462,45;461,55;459,25;6,56;7,67;7,85;0,13;103,35
;1.311,60;1,14;1,13;1,11;1,13;0,14;6,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,57;0;0,00;21,19;485,85;460,85;562,05;457,55;547,95;551,75;551,15;463,05;548,85;462,45;461,45;459,25;6,55;7,68;7,85;0,13;103,33
;1.314,21;1,14;1,13;1,11;1,13;0,14;6,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,55;0,00;0,00;20,09;475,35;460,85;561,35;457,85;547,95;551,65;551,15;462,95;548,75;462,45;461,45;459,15;6,54;7,68;7,85;0,13;103,35
;1.316,82;1,13;1,13;1,10;1,13;0,14;6,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,54;0,00;0,00;22,30;477,25;460,85;561,95;457,95;547,95;551,65;551,15;462,95;548,65;462,35;461,35;459,15;6,54;7,68;7,85;0,13;103,30
;1.319,40;1,13;1,13;1,10;1,13;0,14;6,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,53;0;0,00;20,39;473,85;460,85;560,75;457,45;547,95;551,65;551,15;462,85;548,65;462,35;461,45;459,15;6,54;7,67;7,85;0,13;103,32
;1.322,01;1,13;1,13;1,10;1,13;0,14;6,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,56;0,00;0,00;21,40;483,15;460,75;561,65;457,55;547,85;551,75;551,15;462,85;548,55;462,35;461,35;459,05;6,53;7,67;7,85;0,13;103,35
